Route,Yield,Seats,Lcl_Percent,Lcl_Fare,Miles,market_share_seats,number_of_airline,number_of_LCC
CLT-PHX,10.06245556,1565.23913,8.734082495,297.0159233,1774,1,1,0
CLT-PHX,10.17736193,1511.413043,12.25306747,285,1774,1,1,0
CLT-PHX,10.93702142,1596.783333,13.24715796,314.9317202,1774,1,1,0
CLT-PHX,10.87970509,1679.186813,12.65635362,276.9970158,1774,1,1,0
CLT-PHX,10.151414,1593.347826,11.72902588,269.3443375,1774,1,1,0
CLT-PHX,10.37431363,1573.043478,15.71394536,243.5100809,1774,1,1,0
CLT-PHX,10.57131184,1597.333333,16.01591147,266.535072,1774,1,1,0
CLT-PHX,11.10344002,1494.412088,16.55706283,261.9916753,1774,1,1,0
CLT-PHX,10.5999042,1471.923913,13.48785062,272,1774,1,1,0
CLT-PHX,11.35919489,1442.592391,16.51243599,281.9757653,1774,1,1,0
CLT-PHX,10.79498197,1579.661111,13.96662889,315,1774,1,1,0
CLT-PHX,11.49500348,1424.384615,14.12798798,301.8820425,1774,1,1,0
CLT-PHX,10.73551469,1384.902174,12.06467477,315.3886371,1774,1,1,0
CLT-PHX,11.10494303,1539.315217,14.73729404,310.0016894,1774,1,1,0
CLT-PHX,10.40019239,1407.203297,15.89425914,282.493543,1774,1,1,0
CLT-PHX,7.555280575,506.3131868,14.23374685,219.6457176,1774,1,1,0
CLT-PHX,6.538895152,1124.630435,12.73437448,187.9730486,1774,1,1,0
CLT-PHX,7.553551297,1049.798913,18.60136336,185,1774,1,1,0
CLT-PHX,7.354168726,1091.116667,19.79585855,171.9259064,1774,0.966121955,2,1
CLT-PHX,8.427713953,1331.373626,21.99672324,176.5229366,1774,0.986592183,2,1
CLT-PHX,9.273139511,1276.391304,21.7510201,200.002198,1774,1,1,0
CLT-PHX,10.73773576,1161.016304,27.03284354,237.5125676,1774,1,1,0
CLT-PHX,11.44234458,1226.916667,24.48916523,260.5416234,1774,1,1,0
CLT-PHX,15.55688901,1159.725275,27.58231601,331.5259863,1774,1,1,0
CLT-PHX,13.24701961,1380.423913,20.48836027,302.501064,1774,1,1,0
CLT-PHX,15.13283955,1252.619565,27.81613303,328.9875925,1774,1,1,0
CLT-PHX,14.23257236,1331.044444,24.74122724,335,1774,1,1,0
CLT-PHX,14.65361762,1275.648352,25.03800561,330,1774,1,1,0
CLT-PHX,12.37227157,1305.38587,20.37143826,302.5286243,1774,1,1,0
CLT-PHX,12.85231116,1432.413043,25.42874919,291.0973311,1774,1,1,0
CLT-PHX,12.53979132,1515.846154,23.5661397,299.4852993,1774,1,1,0
DCA-DFW,14.64177174,1531.648352,37.1293576,278.5498653,1192,0.797971008,2,0
DCA-DFW,14.3882581,1505.549451,36.50984725,276.5080365,1192,0.782720225,2,0
DCA-DFW,15.26922499,1472.5,34.39133247,305.5137428,1192,0.786886579,2,0
DCA-DFW,16.90524988,1430.369565,42.40092683,288.5317357,1192,0.779710025,2,0
DCA-DFW,18.24971134,1328.416667,42.08636645,322.560932,1192,0.758096476,2,0
DCA-DFW,15.85626123,1373.159341,40.37334132,289.5099509,1192,0.764301115,2,0
DCA-DFW,13.84228188,1075.222826,39.54696276,245.5451527,1192,0.768239977,2,0
DCA-DFW,15.35234899,727.9347826,52.2085907,239.0080746,1192,0.725568797,2,0
DCA-DFW,17.57563178,763.95,51.82364103,277.009185,1192,0.731235343,2,0
DCA-DFW,15.64674808,991.5989011,49.83870339,251.0123161,1192,0.782387598,2,0
DCA-DFW,16.02434028,1186.5,48.64126752,265.0304085,1192,0.741844724,2,0
DCA-DFW,14.93452283,1125.353261,46.26418491,245.5487803,1192,0.740308401,2,0
DCA-DFW,15.85473842,1062.672222,43.53645985,279.965446,1192,0.741091873,2,0
DCA-DFW,14.51242673,1171.368132,43.69537177,255.4584431,1192,0.986807937,2,0
DCA-DFW,12.9613933,1150.831522,40.84114074,223.9996163,1192,1,1,0
DCA-DFW,12.70887369,1231.603261,39.85705316,210.5102257,1192,1,1,0
DCA-DFW,13.25503356,1221.192308,34.76545999,234.509259,1192,1,1,0
DCA-DFW,12.66778523,1244.934066,37.33646285,216,1192,1,1,0
DCA-DFW,11.49240823,1215.728261,33.80559021,204.9895061,1192,1,1,0
DCA-DFW,12.03759484,1248.23913,37.05320131,209.4881305,1192,1,1,0
DCA-DFW,11.32550336,1244.816667,35.77677621,193.5111826,1192,0.915564436,2,0
DCA-DFW,11.19902664,1455.681319,36.82524511,185,1192,0.882907322,2,0
DCA-DFW,11.1158117,1421.717391,39.119357,179,1192,0.879456181,2,0
DCA-DFW,11.49170528,1398.11413,37.39281803,187.9811269,1192,0.877023779,2,0
DCA-DFW,12.6267493,1391.222222,36.35309033,211.9782967,1192,0.922425225,2,0
DCA-DFW,12.58448214,1453.115385,34.20291726,225,1192,1,1,0
DCA-DFW,12.58389262,1443.532609,34.44036648,222.5022715,1192,1,1,0
DCA-DFW,12.41723607,1444.26087,37.1034168,201.013454,1192,1,1,0
DCA-DFW,13.33892617,1356.266667,39.18050494,212.5239545,1192,1,1,0
DCA-DFW,13.50467357,1379.346154,37.9633421,217.975709,1192,1,1,0
DCA-DFW,12.79263699,1442.532609,39.82084806,196.4882329,1192,1,1,0
DCA-DFW,13.42281879,1470.75,42.97321775,196.006824,1192,1,1,0
DCA-DFW,14.51158613,1416.576923,40.20600682,223.4233734,1192,1,1,0
DCA-DFW,15.4350154,1543.434066,41.33160269,238.9853835,1192,1,1,0
DCA-DFW,15.56162174,1583.271739,37.41578071,259.0072919,1192,1,1,0
DCA-DFW,14.84899329,1454.516304,40.22225879,235.0146583,1192,1,1,0
DCA-DFW,14.3438661,1439.244444,36.73733476,237.4260939,1192,1,1,0
DCA-DFW,12.96042706,1592.373626,40.43648312,196.9687747,1192,1,1,0
DCA-DFW,13.0033557,1546.847826,39.6749299,203.0318662,1192,1,1,0
DCA-DFW,13.71735102,1404.206522,44.08985673,206.0649453,1192,1,1,0
DCA-DFW,14.93080179,1310.333333,40.37574314,244.962736,1192,1,1,0
DCA-DFW,13.84061942,1627.071429,38.80602219,228.4653212,1192,1,1,0
DCA-DFW,13.46459447,1609.956522,40.36728806,216.001356,1192,1,1,0
DCA-DFW,13.80127606,1498.320652,41.91880922,217.0672641,1192,1,1,0
DCA-DFW,14.63967239,1461.266667,37.00315607,256.5048948,1192,1,1,0
DCA-DFW,14.72182265,1580.153846,39.12347312,240.4735432,1192,1,1,0
DCA-DFW,14.43024096,1589.554348,38.80286159,228.5127084,1192,1,1,0
DCA-DFW,15.14348276,1458.733696,42.31733779,243.5103145,1192,1,1,0
DCA-DFW,16.56821985,1422.565934,38.81498956,286.9863613,1192,0.912068285,2,0
DCA-DFW,16.31667943,1562.10989,38.75940054,284.4948188,1192,0.971149445,2,0
DCA-DFW,15.31013948,1530.820652,37.72825674,268.4968626,1192,1,1,0
DCA-DFW,15.22697592,1459.63587,41.39082063,247.022212,1192,1,1,0
DCA-DFW,16.23280528,1311.061111,42.40197511,261.4851168,1192,1,1,0
DCA-DFW,15.81345749,1484.318681,43.95438213,245.9928265,1192,1,1,0
DCA-DFW,15.43624161,1436.983696,42.46627921,240.5119028,1192,1,1,0
DCA-DFW,15.76915481,1356.766304,45.37920955,244.476244,1192,1,1,0
DCA-DFW,16.31501245,1279.088889,39.58518119,273.9699381,1192,1,1,0
DCA-DFW,16.90385787,1442.362637,39.91015573,278.4819573,1192,1,1,0
DCA-DFW,15.47796832,1478.75,37.05027815,259.5078527,1192,1,1,0
DCA-DFW,14.13268663,1484.804348,36.88138119,216.4872082,1192,1,1,0
DCA-DFW,14.13593466,1400.777778,36.0863657,212.0002275,1192,1,1,0
DCA-DFW,14.84988633,1483.258242,40.52477887,215.5159676,1192,1,1,0
DCA-DFW,12.62579038,1516.902174,36.14082003,176.0011573,1192,1,1,0
DCA-DFW,12.66778523,1518.048913,41.21287996,169.004208,1192,1,1,0
DCA-DFW,12.87770231,1499.340659,36.33837913,174,1192,1,1,0
DCA-DFW,14.17896056,1414.895604,42.98567408,193.493395,1192,1,1,0
DCA-DFW,13.46520539,1388.396739,41.13531158,179.5052482,1192,1,1,0
DCA-DFW,13.88257809,1397.369565,42.7892543,184.5196692,1192,1,1,0
DCA-DFW,14.89059769,1419.694444,41.112904,204.4986415,1192,1,1,0
DCA-DFW,15.68664681,1435.554945,45.09000222,211.4823016,1192,1,1,0
DCA-DFW,14.30357882,1441.445652,43.14325102,188.997319,1192,1,1,0
DCA-DFW,14.38732407,1443.467391,44.76691761,189.5030971,1192,1,1,0
DCA-DFW,15.14237436,1368.05,40.73504957,209.9991721,1192,1,1,0
DCA-DFW,16.319253,1436.368132,47.15597288,225.5109268,1192,1,1,0
DCA-DFW,16.19127517,1373.168478,44.12325431,234.4955751,1192,1,1,0
DCA-DFW,16.60931785,1366.179348,49.0208932,230.4746031,1192,1,1,0
DCA-DFW,16.14972571,1373.866667,45.49679579,238.0037844,1192,1,1,0
DCA-DFW,17.75141733,1417.752747,46.22346413,260.1291928,1192,1,1,0
DCA-DFW,16.94701853,1499.097826,44.08947829,249.0084609,1192,1,1,0
DCA-DFW,16.77810442,1478.255435,47.55235346,235.9975023,1192,1,1,0
DCA-DFW,15.73272296,1418.835165,42.94094651,238.4931885,1192,1,1,0
DCA-DFW,10.31955688,677.5989011,27.59029879,166.5136771,1192,1,1,0
DCA-DFW,9.145731639,1059.445652,27.61938092,151.5770451,1192,1,1,0
DCA-DFW,10.06679522,838.6467391,36.78972837,142.4942985,1192,1,1,0
DCA-DFW,10.69645401,721.0444444,30.42444003,177,1192,1,1,0
DCA-DFW,12.54253463,915.9835165,35.35191978,193.0093504,1192,1,1,0
DCA-DFW,13.50671141,1101.663043,35.71079273,206.4952201,1192,1,1,0
DCA-DFW,13.84075555,1288.945652,41.6481091,199,1192,1,1,0
DCA-DFW,13.88408085,1314.622222,39.62229365,203.9984946,1192,1,1,0
DCA-DFW,17.95201691,1419.175824,41.62027304,258.4820623,1192,1,1,0
DCA-DFW,17.11210424,1426.630435,37.44857911,265.9407063,1192,1,1,0
DCA-DFW,18.4146736,1386.228261,42.11756326,270.5029093,1192,1,1,0
DCA-DFW,17.66075681,1403.788889,39.94899836,265.5023173,1192,1,1,0
DCA-DFW,19.08668338,1406.362637,44.27669203,268.9734683,1192,1,1,0
DCA-DFW,17.61744063,1398.98913,42.60274676,255.0002154,1192,1,1,0
DCA-DFW,17.49131813,1430.967391,44.8509081,256.0069757,1192,1,1,0
DCA-DFW,16.82000166,1460.181319,38.78888695,260.4976085,1192,1,1,0
DCA-MIA,16.16145367,1324.950549,34.6721029,185.2648196,920,0.914656673,2,0
DCA-MIA,15.27675866,1288.285714,33.54661094,166.0615729,920,0.921346725,2,0
DCA-MIA,15.55036493,1242.826087,31.23668661,171.6742328,920,0.917958558,2,0
DCA-MIA,15.86956522,1199.679348,35.71126756,177,920,0.913421114,2,0
DCA-MIA,17.68450806,1168.327778,31.88058853,215.8291235,920,0.906945954,2,0
DCA-MIA,16.2492765,1190.39011,31.88633672,194,920,0.916455514,2,0
DCA-MIA,15.333884,930.5706522,31.03179268,161,920,0.910819724,2,0
DCA-MIA,16.42166779,491.1630435,37.332095,194.3809845,920,1,1,0
DCA-MIA,18.3809467,799.9666667,36.15003104,224.6439757,920,1,1,0
DCA-MIA,15.87450219,841.5604396,35.8630678,172.0227101,920,1,1,0
DCA-MIA,16.38031194,1037.108696,34.954496,184.7600605,920,1,1,0
DCA-MIA,15.8800326,1033.315217,39.12826258,185.4079066,920,1,1,0
DCA-MIA,16.30434783,1020.566667,38.18221383,199.2335167,920,1,1,0
DCA-MIA,15.43298471,1080.961538,34.30194651,194.5082704,920,1,1,0
DCA-MIA,13.46902764,1152.108696,29.62530552,152.351345,920,1,1,0
DCA-MIA,14.34068166,1120.733696,37.59929525,146.401407,920,1,1,0
DCA-MIA,14.34782609,1152.494505,38.2027083,158.5810554,920,1,1,0
DCA-MIA,13.58695652,1075.153846,34.46500842,150,920,1,1,0
DCA-MIA,12.98798494,951.9456522,25.66082196,153.5105385,920,1,1,0
DCA-MIA,13.42136941,1059.13587,36.40284397,134.4765985,920,1,1,0
DCA-MIA,13.42484383,995.0388889,46.16673209,134.5256897,920,1,1,0
DCA-MIA,12.77415211,1010.703297,47.46065711,117.5221994,920,1,1,0
DCA-MIA,12.88101414,1008.869565,47.19615282,113.5053301,920,1,1,0
DCA-MIA,13.10060046,1093.913043,48.00568762,118.0510485,920,1,1,0
DCA-MIA,14.23913043,1165.088889,49.78456046,138.5151796,920,1,1,0
DCA-MIA,14.29201513,1171.796703,45.24681943,142,920,1,1,0
DCA-MIA,12.88305589,1166.304348,45.26247226,112.0321522,920,1,1,0
DCA-MIA,13.64287539,1169.217391,47.34151654,118.4855464,920,1,1,0
DCA-MIA,14.94637442,1152.755556,48.75032302,140.5199341,920,1,1,0
DCA-MIA,13.91304348,1167.736264,44.74917225,127.0099709,920,1,1,0
DCA-MIA,13.47910399,1170.326087,42.7179739,122.511635,920,1,1,0
DCA-MIA,14.46007926,1178.369565,46.76126794,132.0654584,920,1,1,0
DCA-MIA,15.81439181,1175.868132,46.13007684,155.0303815,920,1,1,0
DCA-MIA,15.43458225,1173.428571,43.89008792,151.5009217,920,1,1,0
DCA-MIA,15.21605546,1172.733696,38.87837416,147.9877102,920,1,1,0
DCA-MIA,15.00938952,1264.282609,42.58220866,145,920,1,1,0
DCA-MIA,14.40389804,1313.083333,44.95585642,147.547586,920,1,1,0
DCA-MIA,13.31559504,1314.098901,41.63790525,134.4988419,920,1,1,0
DCA-MIA,13.69565217,1259.891304,37.21342745,135,920,1,1,0
DCA-MIA,14.84028536,1205.326087,38.06367571,152.1225011,920,1,1,0
DCA-MIA,15.59609794,1206.6,39.16698761,175.0317978,920,1,1,0
DCA-MIA,14.94797126,1295.659341,38.51496773,157.0142237,920,1,1,0
DCA-MIA,14.34782609,1302.891304,38.05071678,139.0167358,920,1,1,0
DCA-MIA,15.06123664,1326.673913,42.95133972,140.5211257,920,0.893399455,2,0
DCA-MIA,15.64849084,1299.761111,41.50209741,152.0677685,920,0.837987886,2,0
DCA-MIA,15.87053617,1359.346154,42.55254172,144.0178655,920,0.902110142,2,0
DCA-MIA,15.21950528,1380.478261,40.12929245,127.0194486,920,0.907314006,2,0
DCA-MIA,14.67712723,1417.608696,47.08438407,122.0295705,920,0.909154282,2,0
DCA-MIA,15.81679256,1430.197802,48.3158536,144.5724578,920,1,1,0
DCA-MIA,15.97826087,1400.054945,47.56870376,143.5022024,920,1,1,0
DCA-MIA,15.87209066,1306.016304,41.72991495,139.5348512,920,1,1,0
DCA-MIA,16.25231868,1306.38587,47.13477112,143.5213318,920,1,1,0
DCA-MIA,16.7410656,1407.472222,49.63755859,154.0356071,920,1,1,0
DCA-MIA,15.92300455,1325.604396,48.14003861,141.5250745,920,1,1,0
DCA-MIA,16.46977593,1243.804348,44.48129376,145.0438772,920,1,1,0
DCA-MIA,17.727719,1347.054348,50.37790294,159.5237537,920,1,1,0
DCA-MIA,17.50299618,1414.733333,48.62266256,167.0551298,920,1,1,0
DCA-MIA,17.60869565,1375.917582,45.66288243,172.0148175,920,1,1,0
DCA-MIA,16.74105569,1208.967391,44.6287431,160.544281,920,0.969728938,2,0
DCA-MIA,18.04347826,1194.880435,47.28505023,172,920,0.907371792,2,0
DCA-MIA,18.38281555,1388.722222,48.13582116,184.6676167,920,1,1,0
DCA-MIA,17.29045321,1405.032967,45.36902167,170.1082543,920,1,1,0
DCA-MIA,15.00231971,1382.826087,42.79005837,148.5533534,920,1,1,0
DCA-MIA,16.03371187,1390.934783,49.21697052,151.5101492,920,1,1,0
DCA-MIA,16.36728309,1340.868132,53.49439615,163.1580089,920,1,1,0
DCA-MIA,14.89664811,1427.725275,53.9532792,141.0737439,920,1,1,0
DCA-MIA,15.16831786,1413.73913,51.53859727,141.0776389,920,1,1,0
DCA-MIA,16.08899348,1356.679348,52.84630006,147.54685,920,1,1,0
DCA-MIA,15.65971423,1375.716667,54.56087293,151.5780423,920,1,1,0
DCA-MIA,15.87292883,1348.967033,54.67305531,151.0309453,920,0.993187592,2,0
DCA-MIA,14.94859082,1246.304348,53.0730835,135.0231733,920,1,1,0
DCA-MIA,16.52173913,1377.478261,55.66884224,151,920,1,1,0
DCA-MIA,17.44837389,1364.222222,54.81994436,171.0500795,920,1,1,0
DCA-MIA,17.01505812,1336.318681,54.03074376,164.5642245,920,1,1,0
DCA-MIA,16.09635513,1320.217391,55.22076125,150.0576448,920,1,1,0
DCA-MIA,17.77420353,1380.076087,54.98404074,173.0302299,920,1,1,0
DCA-MIA,18.33152538,1363.883333,56.50509195,185.6833743,920,1,1,0
DCA-MIA,19.56645175,1315.956044,56.98264211,196.5397462,920,1,1,0
DCA-MIA,17.94041925,1345.282609,55.70683285,177.0777856,920,1,1,0
DCA-MIA,18.48410773,1486.521739,58.65778058,177.5134478,920,1,1,0
DCA-MIA,18.06941981,1436.104396,56.1501011,186.7625284,920,1,1,0
DCA-MIA,13.1277368,322.4313187,59.75658592,149.783048,920,0.5,1,0
DCA-MIA,13.55401716,255.5326087,65.56959406,138.7761343,920,0.5,1,0
DCA-MIA,13.76090445,302.5652174,59.41302491,133.3421591,920,0.5,1,0
DCA-MIA,15.6238151,357.2722222,62.83614364,166.3632823,920,0.5,1,0
DCA-MIA,14.62732938,1122.186813,56.26142612,156.1224519,920,1,1,0
DCA-MIA,15.05884755,1080.663043,57.13605622,151.066236,920,1,1,0
DCA-MIA,14.89130435,1292.304348,57.58200379,144.965258,920,1,1,0
DCA-MIA,15.93175731,1438.822222,58.95491795,162.1030961,920,1,1,0
DCA-MIA,19.08048942,1478.131868,51.14920332,201.1080072,920,1,1,0
DCA-MIA,17.02099296,1606.978261,45.60092863,172.1064403,920,1,1,0
DCA-MIA,19.72662463,1679.369565,47.34056011,200.5150534,920,1,1,0
DCA-MIA,21.69709991,1458.238889,47.43645515,241.6456961,920,1,1,0
DCA-MIA,21.68626768,1282.318681,50.82691601,232.5409879,920,1,1,0
DCA-MIA,18.31967197,1382.206522,48.92217919,185.0491786,920,1,1,0
DCA-MIA,22.85892933,517.6014493,56.91982886,223.3287787,920,0.313684416,2,0
DCA-MIA,21.03361828,819.7994505,47.27781193,236.0405425,920,0.456960366,2,0
DCA-ORD,18.2193795,1019.087912,39.35518978,160.994795,612,0.374725987,2,0
DCA-ORD,17.56705259,1106.236264,38.96785287,156.0138158,612,0.392606705,2,0
DCA-ORD,19.60472722,1114.657609,42.81577505,173.9809306,612,0.406671412,2,0
DCA-ORD,23.20379522,839.8206522,42.03340772,207.5036134,612,0.344779346,2,0
DCA-ORD,24.49500527,733.9166667,44.03340922,211.4773581,612,0.307590754,2,0
DCA-ORD,21.23493153,788.7967033,41.49198333,191.957781,612,0.312108128,2,0
DCA-ORD,18.94469724,618.4565217,40.72739506,168.5876794,612,0.31677667,2,0
DCA-ORD,22.96375335,508.1467391,46.19690663,216.0763409,612,0.310995729,2,0
DCA-ORD,22.63362114,554.3611111,47.10302793,196.5177614,612,0.281907996,2,0
DCA-ORD,19.93455694,813.0934066,54.59264617,158.998977,612,0.335750409,2,0
DCA-ORD,21.64786555,867.1847826,51.81817693,181.4849372,612,0.33193814,2,0
DCA-ORD,20.42433413,859.6358696,53.20665933,165.9969249,612,0.337656876,2,0
DCA-ORD,19.02287585,829.8944444,52.56433629,152.9085717,612,0.347241819,2,0
DCA-ORD,16.09486749,826.4615385,52.41243774,122.4994109,612,0.345437676,2,0
DCA-ORD,16.0915433,803.3478261,44.70023526,129.480245,612,0.329509534,2,0
DCA-ORD,16.58329283,791.8097826,39.62208578,138.496584,612,0.338366889,2,0
DCA-ORD,16.0130719,772.2032967,36.50342202,135.4837992,612,0.333577015,2,0
DCA-ORD,16.01202027,903.8626374,37.0204655,136.4903461,612,0.367198295,2,0
DCA-ORD,13.80539055,970.7934783,40.71414084,110.9779804,612,0.37981127,2,0
DCA-ORD,14.21561934,957.4184783,44.65836631,110.4997952,612,0.370836991,2,0
DCA-ORD,12.82426646,958.8555556,48.27004799,89.48451071,612,0.355057169,3,0
DCA-ORD,14.13459091,1034.763736,52.97558434,97.5036964,612,0.360473774,3,0
DCA-ORD,13.39869281,1030.342391,54.21058495,89.49206906,612,0.358741416,3,0
DCA-ORD,13.56264876,962.3478261,50.54745613,90.0034104,612,0.359018029,3,0
DCA-ORD,14.95311668,747.9888889,44.3377024,112.0261481,612,0.315522809,3,0
DCA-ORD,16.42285277,768.1758242,44.09608075,127.5130983,612,0.307974271,3,0
DCA-ORD,15.84482157,794.5652174,46.07086914,119.4554621,612,0.325686459,3,0
DCA-ORD,13.88888889,874.7554348,56.40726832,86.49804001,612,0.342983598,2,0
DCA-ORD,14.54248366,845.6,53.66028739,91,612,0.340828784,2,0
DCA-ORD,16.01110671,877.9065934,51.24129349,105.4849663,612,0.345060005,2,0
DCA-ORD,16.82483881,902.7826087,53.36404773,112.9680135,612,0.369306838,2,0
DCA-ORD,16.06673314,446.8668478,51.46643785,98.4975892,612,0.179647711,2,0
DCA-ORD,18.5030993,388.5714286,54.58188262,120.9925097,612,0.165714527,2,0
DCA-ORD,21.32968657,414.9615385,53.58417357,145.2993545,612,0.162026886,2,0
DCA-ORD,21.42366019,424.4673913,53.68810594,146.3387598,612,0.172633152,2,0
DCA-ORD,19.65262845,458.6331522,49.6244547,145.2675462,612,0.181650576,2,0
DCA-ORD,17.52805579,474.8555556,46.9246986,134.5563914,612,0.18314235,2,0
DCA-ORD,17.06343451,502.4340659,51.74573912,124.1859708,612,0.180394393,2,0
DCA-ORD,16.80599377,521.3097826,54.44126314,115.1023804,612,0.18882607,2,0
DCA-ORD,17.19821022,524.9782609,54.97350425,118.0152095,612,0.19447084,2,0
DCA-ORD,17.19681129,485.5833333,47.01270695,124.4394326,612,0.193740801,2,0
DCA-ORD,19.90090041,515.2115385,54.57533704,139.4746887,612,0.187064475,2,0
DCA-ORD,20.56449564,522.7554348,57.31938542,139.7429053,612,0.191499994,2,0
DCA-ORD,20.14684733,520.8451087,53.51323503,142.3259471,612,0.198506368,2,0
DCA-ORD,20.45585088,506.7916667,46.56892244,153.1886814,612,0.203715779,2,0
DCA-ORD,24.0907481,513.239011,51.08088354,176.7073304,612,0.197707545,2,0
DCA-ORD,23.68385034,478.4429348,51.48754455,167.4810632,612,0.194769982,2,0
DCA-ORD,23.93845698,467.5271739,55.98244461,168.753579,612,0.194612607,2,0
DCA-ORD,23.67976687,499.728022,52.89127865,168.3757906,612,0.208085192,2,0
DCA-ORD,26.35039967,515.0989011,53.72056739,187.5097884,612,0.189905906,2,0
DCA-ORD,22.70967387,492.0271739,53.91417437,148.9558055,612,0.187711747,2,0
DCA-ORD,21.8142927,480.513587,59.0056148,141.7532214,612,0.19001326,2,0
DCA-ORD,21.72707798,473.8138889,56.87800822,145.5243097,612,0.205649877,2,0
DCA-ORD,23.12299518,576.293956,53.14302056,157.5226843,612,0.20230162,2,0
DCA-ORD,23.86205756,595.5923913,55.10000915,159.2987042,612,0.217289321,2,0
DCA-ORD,23.65821987,375.1902174,57.1482177,164.2340224,612,0.145244803,2,0
DCA-ORD,24.59481133,293.8518519,52.48111748,179.4050874,612,0.149189462,2,0
DCA-ORD,26.48485377,339.7637363,54.19249129,193.0249439,612,0.134630206,2,0
DCA-ORD,25.61643183,576.4673913,55.57588563,181.8934708,612,0.241197551,2,0
DCA-ORD,25.18025913,621.0461957,55.31681989,179.8976963,612,0.244128712,2,0
DCA-ORD,22.46526491,1253.05,52.12596607,162,612,0.532059342,2,0
DCA-ORD,25.4255921,639.9835165,50.04540349,185.6217222,612,0.229895471,2,0
DCA-ORD,21.81226954,599.1521739,44.82306688,164.7475212,612,0.237697283,2,0
DCA-ORD,21.55082291,364.8442029,56.00912658,138.2318296,612,0.154966859,2,0
DCA-ORD,20.92518507,517.5247253,53.40700694,136.7989623,612,0.246503551,2,0
DCA-ORD,22.07528144,658.2445055,55.04401114,153.4215546,612,0.243487053,2,0
DCA-ORD,22.38872582,416.2210145,49.77200377,156.0587596,612,0.162665069,2,0
DCA-ORD,19.89974229,384.7952899,51.00906516,131.4155932,612,0.143840524,2,0
DCA-ORD,21.79928858,347.837037,56.42972692,145.9599384,612,0.153861403,2,0
DCA-ORD,23.40639862,423.4487179,56.35371277,159.5581494,612,0.159566994,2,0
DCA-ORD,22.40160906,605.8315217,50.15607669,145.0925496,612,0.224271895,2,0
DCA-ORD,24.1722218,591.8532609,48.90514474,187.4812315,612,0.22265772,2,0
DCA-ORD,23.35044683,583.2722222,38.59214434,193.9317536,612,0.229754334,2,0
DCA-ORD,25.24394639,1279.835165,49.22491605,195.4647595,612,0.4540298,2,0
DCA-ORD,23.85067257,679.3804348,44.40179819,183.1326467,612,0.230860718,2,0
DCA-ORD,23.79490648,682.0842391,48.61532707,190.484512,612,0.233655291,2,0
DCA-ORD,23.92482124,1248.938889,44.56988291,200.908464,612,0.480588055,2,0
DCA-ORD,25.48573381,1288.642857,48.51670895,205.9590364,612,0.45389677,2,0
DCA-ORD,24.67553331,1281.027174,47.9172999,197.0171166,612,0.4647177,2,0
DCA-ORD,23.60732277,1329.826087,49.27691233,182.4834395,612,0.470404583,2,0
DCA-ORD,21.79668213,576.5247253,46.17201084,164.262663,612,0.253861359,2,0
DCA-ORD,14.9351028,396.9175824,40.67694598,116.4028291,612,0.63261553,2,0
DCA-ORD,13.73142692,721.5434783,43.22761548,105.5181664,612,0.699885078,2,0
DCA-ORD,14.6661279,283.1630435,41.63748428,115.8947203,612,0.329309299,2,0
DCA-ORD,15.32216702,124.4240741,44.45006435,121.7967191,612,0.203503129,2,0
DCA-ORD,17.15686275,778.9395604,47.31002589,131.5041073,612,0.77731233,2,0
DCA-ORD,19.86005241,526.6820652,48.98499457,149.0635016,612,0.317938295,2,0
DCA-ORD,18.88758187,513.951087,53.7173765,136.3921399,612,0.274151746,2,0
DCA-ORD,19.2130389,491.2027778,53.02868697,134.2599337,612,0.255403934,2,0
DCA-ORD,24.72387512,406.474359,54.42880479,169.841654,612,0.169905384,2,0
DCA-ORD,22.30547122,1355.108696,51.04251781,157.5284516,612,0.563686593,2,0
DCA-ORD,23.20357963,1394.423913,52.49053377,166.5147684,612,0.548558552,2,0
DCA-ORD,22.63314155,1312.461111,50.66966345,160.5247105,612,0.55310556,2,0
DCA-ORD,24.91772781,1308.967033,58.21327916,169.4894826,612,0.541406832,2,0
DCA-ORD,23.69178036,1173.777174,53.94647859,167.4842396,612,0.48547563,2,0
DCA-ORD,23.12267451,1019.820652,53.45128217,169.5538399,612,0.438232004,2,0
DCA-ORD,22.54901961,955.6043956,49.41201284,167.550158,612,0.408213082,2,0
DCA-PHL,51.25456937,83.1923913,2.332288802,104.7879973,119,0.2,1,0
DCA-PHL,51.2662913,83.70434783,3.448492208,151.8735134,119,0.2,1,0
DCA-PHL,46.06079149,74.62417582,3.60939842,91.59051712,119,0.2,1,0
DCA-PHL,53.27294261,65.86538462,5.161192717,140.3500361,119,0.25,1,0
DCA-PHL,58.95365127,67.86956522,6.956952283,145.8757649,119,0.25,1,0
DCA-PHL,53.88429817,58.82608696,5.352843377,114.1004936,119,0.25,1,0
DCA-PHL,52.51926932,81.21851852,4.783419088,123.7073989,119,0.333333333,1,0
DCA-PHL,50.38949379,81.39010989,3.979676379,83.53824671,119,0.333333333,1,0
DCA-PHL,55.43845327,80.69746377,4.632884905,207.2257187,119,0.333333333,1,0
DCA-PHL,55.70672286,79.78985507,5.106378654,197.5225776,119,0.333333333,1,0
DCA-PHL,53.53345675,78.39444444,3.980184384,199.4552974,119,0.333333333,1,0
DCA-PHL,56.32506929,136.8379121,4.25099348,250.0642775,119,0.5,1,0
